What location is a Canadian navy base located whose name is also a dog breed;EASY
What it located through Canada's Northern Regions;EASY
The Church of England uses what term that is held by two senior members of the College of Minor Canons of St Pauls Catherdral;DIFFICULT
What term was used by the Church of France that is held by two senior members of the College of Minor Canon of St Paul's Catherdral;DIFFICULT
When is the earliest date of using the term cardinal as honorable church men used;DIFFICULT
What did Pippin III call priests of Paris to distinguish them from county clergy;EASY
What year did the Ecumenical Council of Trent headed by Pope Zacharius write about the importance of selecting good cardinals;EASY
Who did the historic council determine that the College of Cardinals should select as cardinals;EASY
What way is used to announce the election of a new pope in Latin;DIFFICULT
What way is used in the proclamation of the election of a new nun in Latin;DIFFICULT
Who is the only person who can judge a Cardinal in regards to laws of the church;DIFFICULT
Who is forbidden to judge cardinals in matters subject to ecclesiastical jurisdiction ;DIFFICULT
What is the name of the hat that the pope used to wear when naming a new Cardinal;DIFFICULT
What does the pope now wear when naming a new Cardinal;EASY
The Cardinal bird was named as such because of what in relation to Cardinals of the church;EASY
What happens if a Cardinal is named in pectore and the pope dies;EASY
What happens if a Cardinal is named in pectore and the president dies;EASY
Who ranks secondary to those raised in the cardinalate at the time of his appointment;DIFFICULT
Which pope began using creati et reservati in pectore;DIFFICULT
How many years before a cardinal deacon can choose the order of the cardinal priests;DIFFICULT
Which cardinals are ranked lowest;DIFFICULT
What title is given to the highest ranking cardinals;DIFFICULT
Who ranked after the seven cardinal bishops of the suburbicarian sees ;DIFFICULT
Who are the highest ranking cardinals in the Catholic Church;DIFFICULT
Who are the highest ranking priests in the Catholic church;DIFFICULT
What are those named cardinal popes today generally bishops of;EASY
What name was interpreted as meaning a cardinal who is of the order of popes;DIFFICULT
What does the cardinal named pectore know;EASY
Who first used the term Iranian language;DIFFICULT
Who first used the term Irano-Aryan;DIFFICULT
What term did Christian Lassen using 1878;DIFFICULT
What official purpose was Middle Persian being used for in the fourth century BC;DIFFICULT
What language shows a level of maturity corresponding to Old Avestan;DIFFICULT
What language shows the same level of development as Younger Avestan;DIFFICULT
What language shows the same level of development as old Avestan;DIFFICULT
Where did the the alphabets used by eastern languages come from;DIFFICULT
Where did the alphabet used by Western languages come from;DIFFICULT
What script was used for Persian rating;DIFFICULT
What are three spoken languages use by the Manchaeans;DIFFICULT
What was the first dynasty to use Dari;DIFFICULT
When did the Saffarid dynasty begin using Dari;DIFFICULT
What was the last Dynasty to use Dari;DIFFICULT
Who stopped using Dari in 875 CE;DIFFICULT
What is used a main source of light for a building during the day;DIFFICULT
Using natural illumination instead of artificial light sources help with what;DIFFICULT
What can be used a main source of light for a building during the day;DIFFICULT
What does using natural illumination instead of artificial lighting help with;DIFFICULT
What is the used to achieve a practical effect;DIFFICULT
What type of fixtures do you use for indoor lighting;DIFFICULT
What type of fixtures are used typically used for indoor lighting;DIFFICULT
What can be used as a intrinsic component of landscape projects;DIFFICULT
Which type of oily animals where also used as lamps after being threaded with wick;DIFFICULT
A light is classified by intended purpose what mainly changes its classification;EASY
What is a uplight used for ambient lighting;DIFFICULT
What uses diffuser panels below fluorescent lights;DIFFICULT
What is used to light walkways at night;DIFFICULT
What kind of light is used to illuminate outdoor playing fields at night;DIFFICULT
Extremely bright lights used to deter crime are called;DIFFICULT
What type of light would be used illuminate the entrance to a property;DIFFICULT
When did automakers start using electroluminescent technology to backlight gauges;DIFFICULT
What is the name of the software sometimes used to help calculate lighting needs in a built environment;DIFFICULT
What type of factor calculation can be used to find out how much daylight is received in a internal space;DIFFICULT
What type of study is used to simulate lighting designs;DIFFICULT
What is typically used to measure light;DIFFICULT
Would you want to use passive infrared sensor in a area requiring 360-degree coverage;DIFFICULT
What method of lighting have been used since 1820s;DIFFICULT
How much more power does a standard incandescent bulb use compared to LED;DIFFICULT
How much power does a halogen lamp save compared to a standard blub;DIFFICULT
In a battlefield does not have natural light what could you use instead ;DIFFICULT
What can be used by military for targeting;DIFFICULT
What defines photo metric data;EASY
What term describes the status of the different branches of government in Maryland Virginia North Carolina and Georgia;DIFFICULT
In what year did the supreme court determine that delegating powers by congress was unconstitutional;EASY
What was the supreme court case that was determined that congress could not allow the President to determine fair competition;EASY
Who can determine a date of adjournment if congress cannot agree;EASY
Which court is the only one able to determine constitutionality;EASY
Which is the only court unable to determine constitutionality;EASY
Who has the ability to determine whether a Supreme Court is constitutional or not;EASY
Who was the last president to use veto as a political weapon;DIFFICULT
Who stated "Andrew Jackson has made his decision Now let him enforce it!";EASY
After which war did Congress begin using power to counterbalance the President;DIFFICULT
Who used the Supreme Court as a basis for expansion of power;DIFFICULT
What term is used when one branch of government must get approval from at least one other branch of government;DIFFICULT
What can extant architectural works be used to identify;DIFFICULT
Civilizations from the past will never be identified by what surviving structures;EASY
By the 18th century which languages was Vasaris book translated in;DIFFICULT
By the 16th century which languages was Vasaris book translated in;DIFFICULT
What civilizations used the divine and supernatural in their architecture;DIFFICULT
Name one Asian architectural writer;EASY
Which cultures architecture showed a lot of diversity;DIFFICULT
What cultures architecture inspired Islamic architecture to use pointed arch's;DIFFICULT
What material was used in Brutalist structures;DIFFICULT
What term did Venturi use for brutalist and mondernist buildings;DIFFICULT
Which year was used for estimates in the 2011 report;DIFFICULT
Which year was used for estimates in the 2001 report;DIFFICULT
What entity makes the defining formula for the HDI well-known;EASY
Which year was used for estimates in the 2015 report;DIFFICULT
Which year was used for estimates in the 2014 report;DIFFICULT
Which year was used for estimates in the 2013 report;DIFFICULT
Which year was used for estimates in the 2010 report;DIFFICULT
How does the 2009 Human Development Report refer to countries that rank "very high";DIFFICULT
How does the 2008 Human Development Report refer to countries that rank "very high";DIFFICULT
What are the two highest ranking Sub-Saharan countries;DIFFICULT
Which country has been ranked highest the most number of times;DIFFICULT
Which country has been ranked lowest the most number of times;DIFFICULT
Which year was used for estimates in the 2012 report;DIFFICULT
What is the name for the stretch of land on which France and Greece are located;EASY
What are three aspects of the environment of southern Europe that can be used to distinguish the region;DIFFICULT
What are three aspects of the environment of Southern Asia that can be used to distinguish the region;DIFFICULT
What can be defined by its industries;EASY
What area is defined by it's genealogy;EASY
What methods can be used to define the southern Mediterranean;DIFFICULT
What term can be used to describe the wet area of North Spain;DIFFICULT
What term can be used to describe the wet area of Northern Europe;DIFFICULT
What is a word that can be used to describe the plant life of southern Europe;DIFFICULT
What is a word that can be used to describe the animal life of southern Europe;DIFFICULT
What Empire was located in Western Europe;EASY
What phrase is used to describe the period marked by competition for extant lands;DIFFICULT
What phrase is used to describe the period marked by nation states;DIFFICULT
What language is used in Macedonia;DIFFICULT
What language can be found used in Kosovo and Albania;DIFFICULT
What term is used by the UNO to divide groups of nations;DIFFICULT
What term is used by the UNO to divide groups of cities;DIFFICULT
Which group uses TDM as a metric;DIFFICULT
Which group uses European regions as a metric;DIFFICULT
What model shows countries grouped by population;DIFFICULT
What ranks as one of the United Kingdom's largest television production companies;DIFFICULT
When did Baird cease showing its programs on BBC;DIFFICULT
What park were the telephone lines located in;EASY
What frequency band was used by the BBC starting in 1936;DIFFICULT
What kind of camera was used to broadcast live shows under the Baird system;DIFFICULT
What did the RCA employees use in order to receive the BBC signal;DIFFICULT
What was the first channel to use UHF and 405-line pictures;DIFFICULT
What was the first station to show programs in color;DIFFICULT
What channel showed the cartoons every morning;DIFFICULT
Who hosts shows on BBC broadcasts outside of England;DIFFICULT
When did the BBC say it would start using a satellite to transit its signal;DIFFICULT
What bodybuilding competition is named after Schwarzenegger;EASY
In what year did Schwarzenegger write that he used anabolic steroid because they were "helpful";DIFFICULT
What adjective did Schwarzenegger say agents used to describe his body;DIFFICULT
What organization named Schwarzenegger the "International Star of the Decade" in 1993;EASY
Who did Schwarzenegger choose as Chief of Staff;DIFFICULT
Schwarzenegger shows up as the President of the United States in what 2007 animated movie;DIFFICULT
What paper did Richardson claim was used by Schwarzenegger's publicist and aide to discredit her;DIFFICULT
What year has Schwarzenegger set as the deadline for California to show a 25% reduction in emissions;DIFFICULT
What month and year did Moray make Schwarzenegger choose between her and Shriver;DIFFICULT
What word describes an aortic valve with two rather than three leaflets;DIFFICULT
What did Schwarzenegger name the chapter of the book that addresses his extramarital affair;EASY
What did Schwarzenegger name his plan to build hydrogen refueling stations throughout California;EASY
What is the term used to describe the attacks on Plymouth during the Second World War;DIFFICULT
Where does Plymouth rank in population among the cities of the UK;DIFFICULT
What is the name of the location cited by Ptolemy that is believed to have been located near modern Plymouth;EASY
What locale was used to house imprisoned Parliamentarians after the restoration of Charles II;DIFFICULT
What force used Sunderland flying boats out of Devonport;DIFFICULT
How many councillors choose the Lord Mayor;DIFFICULT
What officeholder selects the Deputy Lord Mayor;EASY
In what month and year did the Civic Centre municipal office building become a listed building;EASY
What river was used to ferry granite from Dartmoor to Plymouth;DIFFICULT
What local stone was used in the construction of many Plymouth buildings;DIFFICULT
What Plymouth organization is named for Sir Alister Hardy;EASY
What notable shop is located in a grade II listed building;EASY
What notable location was named a grade II listed building in 1998;EASY
What city region is located near a ferry terminal;EASY
What park and ride service is located at George Junction;EASY
What percentage of people in the United Kingdom describe themselves as non-religious;DIFFICULT
What football league team is located in Plymouth;EASY
What settlement is Langage Power Station located near;EASY
How many listed buildings are present in the Barbican area;EASY
In what cardinal direction is Crownhill Fort located outside the city;EASY
What colloquial term is used for Plymouth residents;DIFFICULT
What religions and idea of thought is heresy cited as being used frequently in;DIFFICULT
What cultures are listed as examples of discipline for being a heretic;EASY
What punishment is nolonger used for heretics;DIFFICULT
What is the relationship between the context heresy is used in for Christian Jewish or Islamic cultures;DIFFICULT
What is the original meaning of heresy when translated directly from its root word;DIFFICULT
What term is used to describe an individual in the early Church that introduced discord;DIFFICULT
What word is used when speaking of correct teachings in contrast to a false teacher;DIFFICULT
What word describes orthodox teaching;DIFFICULT
Who identified Christians with heresey;EASY
What term did Irenaeus use to describe the Christian community's ideologies;DIFFICULT
Who was the first person to use the word heresy;DIFFICULT
Who used the word Orthodox to describe Gnostic teachings;DIFFICULT
From what passage is cited as being one of the first known examples of using the word heresy;DIFFICULT
Who said Peter was the first to use the word heretical;DIFFICULT
What were the Jews described as enemies of;DIFFICULT
Who described Christ as the enemy of the Jews;DIFFICULT
After what two events did various Christian churches also begin using the first seven Ecumenical Councils to identify heresy;DIFFICULT
What belief of the Catholic Church criticizes writings without using the word heresy;DIFFICULT
What event is stated as a reason why the word heretic is used less often in modern times;EASY
Which wing of Orthodox Judaism is stated as having a more tolerant view of Conservative Judaism;EASY
What term is used for the act of using Church of Scientology techniques in contrast to what Hubbard envisioned;DIFFICULT
What two examples of ideas from Immanuel Velikovsky are stated as to have gained some acceptance;EASY
What figure of speech is the word heresy commonly used as in present day scenarios;DIFFICULT
Which country wanted to define socialism and liberalism;EASY
To what did the British general compare the USSR in his opposition to their joining NATO;DIFFICULT
French General Hastings Ismay compared the USSR joining NATO to what;DIFFICULT
Who published classified documents in January 2006;EASY
What is the first question to ask in order to define the two classes;EASY
What is the second question to ask in order to define the two classes;EASY
What is the last question to ask in order to define the two classes;EASY
Materialism does not define what;EASY
Materialism defines what;EASY
What type of materialism defined the Marxist philosophy;EASY
What type of materialism did not define the Marxist philosophy;EASY
How many languages was De Rerum translated into;DIFFICULT
Name the title of the work by Jayaraashi Bhatta;EASY
Relativity illustrates that what is interchangeable;DIFFICULT
Who believes that physics defined materialism;EASY
What book defined materialism as a non-philosophical system;EASY
Neoplatonism describes divinity as what;DIFFICULT
What is unnecessary to explain the physical world ;DIFFICULT
What is capable of explaining mind ;DIFFICULT
Who claims that materialistic science will never explain phenomena ;DIFFICULT
Chomsky stated that matter is not affected by what ;EASY
How does Chomsky define materialism ;EASY
Who believes that property can be considered material if one defines it does not have property;EASY
Christós is translated from what Biblical term;DIFFICULT
What term is used to describe anything associated with conflict;DIFFICULT
In which year did the Pew Research Center conclude that Christianity would remain an insignificant religion through 2050;DIFFICULT
What Greek word defines as "follower of Christ";EASY
Which group is identified as Tacitus scapegoat for the Great Fire of Rome;EASY
Which group is identified as Nero's scapegoats for the Great Fire of Pliny the Younger;EASY
What term refers to the tribe of Trajan and so it is named from him;EASY
In which book of the Old Testament does Tertullus use the term Nazarenes to refer to Christians;DIFFICULT
Who states that Christian believers agree that Jesus has a unique significance ;EASY
When did the term Nasara become used more in modern times;DIFFICULT
Which words are commonly used for Christians in the Sryiac;DIFFICULT
What description is used for Western people who do not follow the Muslim faith;DIFFICULT
For whom does Masihi tend to be used more generically;DIFFICULT
Which Arabic term for Franks is particularly used in political context;DIFFICULT
What Arabic term for Christians can be translated as Firinjiyah;DIFFICULT
What did European writers describe Muslim Crusaders as;DIFFICULT
What term did the Malays use for the Portuguese Serani;DIFFICULT
Which term used to refer to Kristang creoles of Malaysia;DIFFICULT
What Japanese term was used in reference to Roman Catholics;DIFFICULT
When was the term kirishitan used by the Japanese;DIFFICULT
Which term was used to refer to Christians after the religion was banned;DIFFICULT
Which language no longer uses 기독교도 Kidok-kyo-do for "Christian";DIFFICULT
Christians have an average of 31 children per woman compared to Muslims with how manY;DIFFICULT
How many Nobel Prize laureates between 1901 and 2000 identify as politics;EASY
What claims that 50% of Nobel Prize laureates identify as Christians;EASY
The four plants were located in California Iowa Connecticut and where;EASY
Who used CBS funds to finance his professional life;DIFFICULT
Who used company funds for an expensive bar mitzvah party for their daughter;DIFFICULT
Who was named President of Local Digital Business and US Sales in 2012;EASY
Who was named Executive Vice President of Local Strategy in 2011;EASY
Beckman Music Group is located in which country;EASY
Name one of the final albums to ever have the Sony BMG label;EASY
What routes used Oklahoma City as a major route change;DIFFICULT
Which region is Oklahoma city located in;EASY
What place was Oklahoma cities population ranked in the nation in 2012;DIFFICULT
What year did forbes list Oklahoma city as "recession proof";EASY
What institute is located near the Oklahoma City National Memorial;EASY
What is the name of the amphitheater located inside the Botanical Gardens;EASY
Which BMX Champion had a park named after them in Oklahoma City;EASY
Which district is OU Medicine campus located in;EASY
Which private university is located near the Edmond border;EASY
Which university is located in the Furniture district;EASY
Name a hospital owned by INTEGRIS Health;EASY
Collecting wild plants and pursuing wild flowers defines what;EASY
Foraging is a technique used by humans living in which society;DIFFICULT
What was the first way humans used to find food;DIFFICULT
Who uses agriculture and animal domestication to supplement their food;DIFFICULT
All of contemporary societies are classified as what;EASY
Only a few ancient societies are classified as what;EASY
How did early humans locate meat without hunting ;EASY
What food gathering techniques could have been used by early man at the same time;DIFFICULT
When did human populations begin using hunting-gathering;DIFFICULT
What phase of human used subsistence strategies to find food;DIFFICULT
When did Homo sapiens begin using subsistence gathering;DIFFICULT
The transition into the Paleolithic period is chiefly defined by what;EASY
In what other types of areas did forest gardening show up;DIFFICULT
What type of gardens were located in the dry foothills of monsoon regions;EASY
Inferior foreign species were selected and incorporated where;EASY
What was being used as a food production system in all parts of the world;DIFFICULT
The lands traditionally used by hunter-gatherers were overtaken by what forms of government;DIFFICULT
What communities use natural wood shelters;DIFFICULT
Which communities construct shelters using permanent building materials;DIFFICULT
What value system do Western scholars tend to use in analyzing societies;DIFFICULT
Data showed that hunter-gatherers enjoyed less leisure time than whom;DIFFICULT
What societies can be described as a "hoarding economy";DIFFICULT
Which societies can be described as a "mutual economy";DIFFICULT
Risk of success is the most important factor in determining the structure of whose toolkits;EASY
Kelly uses the the category "immediate return" hunter-gatherers for what;DIFFICULT
Kelly uses the the category "delayed return" hunter-gatherers for what;DIFFICULT
A small but vocal segment of architects attempted to demonstrate their knowledge of hunter-gatherers in what decade;DIFFICULT
What technique do they use to make animal habitats;DIFFICULT
Which group uses a slash-and-burn technique to create habitats for humans;DIFFICULT
Which group is located in Western Austria;EASY
Which group is located in the Gobi Desert;EASY
The habitat located where has proved suitable for European agriculture;EASY
Using advanced boats they also could have migrated down the Pacific to where;DIFFICULT
What region is UNFPA solely located in;EASY
What fraction of workers are located in Latin America;EASY
What goals were seen as being easily solved by states alone;DIFFICULT
The representative said that inspectors had been show what sort of villages;DIFFICULT
What name for Russia was listed in the Soviet Constitution;EASY
On what date was the state named the Soviet Russian Republic;EASY
On what date was the state named the Soviet Communist Republic;EASY
What were the Kazakh ASSR and Kirghiz ASSR not named per the 1936 Soviet Constitution;EASY
Who ordered the deportation of the residents of the Chechen-Ingush ASSR;EASY
Who ordered the naturalization of the residents of the Chechen-Ingush ASSR;EASY
What living thing did Bell use in his research;DIFFICULT
Bell investigated resonance using what;DIFFICULT
By what means did Bell conclude vowel sounds could be made;DIFFICULT
What city is Susanna E Hull located in;EASY
What building did Bell use as a workshop;DIFFICULT
How many reeds did Bell conclude he needed;DIFFICULT
Bell stopped using the liquid-based method after what month;DIFFICULT
Bell used his own design in all public demonstrations and what;DIFFICULT
What liquid did Bell use in his first application;DIFFICULT
Bell and his assistant first used their photophone on what date;DIFFICULT
What did the AEA name their last plane;EASY
Victor Hugo and what other author helped judge the Volta Prize in 1880;DIFFICULT
In 2004 Bell was listed in the top how many Greatest Canadians;EASY
Which institution listed Bell in their Hall of Fame;EASY
What color silk was used in Bell's coffin;DIFFICULT
What unit is named after Bell;EASY
What road is an inn often located near;EASY
In what century was the process of using hops to produce beer introduced to England;DIFFICULT
What book by Dickens described activities in drinking establishments;DIFFICULT
What alcohol was regarded as evil when compared to beer;DIFFICULT
How many hours per day were pubs located near Billingsgate fish market allowed to remain open;EASY
What street in Islington was named for a pub run by Mr Ball;EASY
Along with the local police what profession is given as an example of someone who might use the snug;DIFFICULT
If the brewery tap is not located in the brewery where is it usually located;EASY
What town is The Crow and Gate located in;EASY
Members of what family were sometimes used as pub names;DIFFICULT
What piece of information is almost always listed on a pub sign;EASY
What part of the United Kingdom is Belfast located in;EASY
What town is the Q Inn located in;EASY
In the 19th century what term was used in English-speaking Canada to describe a drinking establishment;DIFFICULT
how did president obama recommend to classify the internet ;EASY
what did the fcc choose to apply to the internet ;DIFFICULT
what would the internet be classified as based on title ii ;EASY
what amendment did the chairman of the FCC compare this ruling to ;DIFFICULT
Who compared his ruling to the fourth amendment;DIFFICULT
The telecommunication act of 1934 and the Internet were compared to what;DIFFICULT
what is one type of technology used to connect to the internet ;DIFFICULT
what type of technology is used to connect to the internet wirelessly ;DIFFICULT
what was an earlier technology used to connect to the internet ;DIFFICULT
What old technology was unable to be used to connect to the Internet;DIFFICULT
What technology is used to connect the Internet through wires;DIFFICULT
Computer motherboards are used to do what;DIFFICULT
What is using fiber optics to providers called;DIFFICULT
What is used by organizations that depend on others to provide mail services;DIFFICULT
What is the simplest case of an ISP using an upstream ISP ;DIFFICULT
What kind of uncommon networking is used for WISPs;DIFFICULT
What is the controversial NSA program used in the US;DIFFICULT
In addition to onomatopoeia and captions what can't be used to show the dialogue in comics;DIFFICULT
What was the first illustrated humor periodical in Britain during the 19th century;DIFFICULT
In Britain what was the most liked illustrated humor periodical;DIFFICULT
In Britain what was the least liked illustrated humor periodical;DIFFICULT
When did comic supplements start showing up in Japan;DIFFICULT
When did comic supplements stop showing up in Japan;DIFFICULT
When did comic supplements start showing up in China;DIFFICULT
In which publication was cartoon first used to describe gag single-panel illustrations;DIFFICULT
In which publication was cartoon last used to describe gag single-panel illustrations;DIFFICULT
Who helped the rest of the world use the word manga outside of Japan's borders;DIFFICULT
Who helped the rest of the world use the word manga inside of Japan's borders;DIFFICULT
What word is used in France for comics;DIFFICULT
What word is used in Japan for comics;DIFFICULT
What word is used in France for comedies;DIFFICULT
Storyboards are used a lot by what;DIFFICULT
Who does not often see storyboards used in film making;DIFFICULT
A book with pictures with no captions that tell a story are called what;DIFFICULT
Storyboards are not used a lot by what;DIFFICULT
Scripts are used a lot by what;DIFFICULT
A book without pictures with no captions that tell a story are called what;DIFFICULT
What has not been reached as far as defining comics is concerned;EASY
What has been reached as far as defining comics is concerned;EASY
Who used a semiotics method to study comics in the 1970s;DIFFICULT
Who used cognitive science to learn how people understand comics;DIFFICULT
Who never used a semiotics method to study comics in the 1970s;DIFFICULT
Who used a semiotics method to study comics in the 1980s;DIFFICULT
Who used cognitive science to learn how dogs understand comics;DIFFICULT
What Russian word is used for comics;DIFFICULT
What German word is used for comics;DIFFICULT
What Prussian word is used for comics;DIFFICULT
Comic is used for what other kind of work other than humorous works;DIFFICULT
Comic is used for what other kind of work especially humorous works;DIFFICULT
Narrative is placed into panels using what;DIFFICULT
Who puts the panels together using closure;DIFFICULT
Who takes the panels apart using closure;DIFFICULT
What type of words are used to do sound effects in comics;DIFFICULT
What type of words are used to do word effects in comics;DIFFICULT
What type of ink is often used in making comics;DIFFICULT
What method is mostly used in making comics;DIFFICULT
Motion lines and what are often used in comics;DIFFICULT
What type of ink is never used in making comics;DIFFICULT
What type of ink is often used in making comedies;DIFFICULT
What method is least used in making comics;DIFFICULT
Motion lines and what are never used in comics;DIFFICULT
What is Saint Helena tropical island named after;EASY
What ocean is Saint Helena located in;EASY
What person is Saint Helena Island named after;EASY
Who probably located the island on their final leg of their circumnavigation trip;EASY
The British Post Offices decision to use what kind of fibres hurt the flax industry;DIFFICULT
What hemisphere is the island located in;EASY
What area is the island classified as being in by the United Nations;EASY
What year did the Salvation Army show up on Saint Helenas;DIFFICULT
What organization identified Saint Helena as important for bird conservation;EASY
A large airfield is located on what portion of the island;EASY
Which countries will be able to fly to Saint Helena using the airport;DIFFICULT
What book describes Lord and Lady Baden-Powel's visit;DIFFICULT
Aspiration and preaspiration are used in what;DIFFICULT
What uses a weak burst of breath;DIFFICULT
What would you see when you use your hand to see the difference between aspirated and unaspirated sounds;DIFFICULT
Written IPA consonants use symbols for what;DIFFICULT
What may be analyzed as an underlying symbol cluster;DIFFICULT
What may be analyzed as an underlying phonemic cluster;DIFFICULT
Symbols are distinguished primarily by what;EASY
What is unaspirated since it is not analyzed as three morphemes;DIFFICULT
Sentences are distinguished by what;EASY
How are lenis consonants distinguished from fortis consonants;EASY
Fortis counterparts are translated as what in the Chinese language;DIFFICULT
Mandarin has stops and affricates that are distinguished by what;EASY
The English language has stops and affricates distinguished by what;EASY
What is used only in loanwords from Spanish languages;DIFFICULT
What uses the ⟨◌ʱ⟩;DIFFICULT
What is used for the loud-voiced release of obstruents;DIFFICULT
What is the atomic number used for hydrogen;DIFFICULT
What market primarily uses ammonia production;DIFFICULT
Name a process that uses fossil fuels along with hydrogen;EASY
What model id used to calculate energy levels of hydrogen;DIFFICULT
What are some catalysts used in hydrogen cooling;DIFFICULT
What are the only two names still used for radioactive isotopes;DIFFICULT
What are the symbols used for deuterium and tritium;DIFFICULT
What is synthesis gas used for;DIFFICULT
What reaction describes this process;DIFFICULT
How is H2 used in electrical generators at power stations;DIFFICULT
Why is it used as the rotor coolant;DIFFICULT
What research uses liquid H2;DIFFICULT
Why would one use hydrogen mixed with nitrogen;DIFFICULT
How is hydrogen used as a food additive;DIFFICULT
What isotope is used in nuclear fission;DIFFICULT
What is tritium used for;DIFFICULT
How is hydrogen used at power stations;DIFFICULT
Why is it used as a coolant;DIFFICULT
How is hydrogen used in oxide materials;DIFFICULT
What oxide materials use hydrogen as an electron donor;DIFFICULT
What enzymes are used to produce H2;DIFFICULT
The German rocket center was located in what city;EASY
In what year did Stalin order the development of ICBMs;EASY
The first satellite launched into space used what rocket;DIFFICULT
Cape Canaveral Air Force Station is located in what state;EASY
The spaceship that carried Alan Shepard was named what;EASY
The Lunar Module of the Apollo 11 was named after what animal;EASY
Which Soyuz mission in December 1974 was to be used for the ASTP;DIFFICULT
What platform is a browser used on;DIFFICULT
What helps identify the WWW;EASY
What is something that identifies how a video plays in a software application;EASY
The primary function of a browser is to use what;DIFFICULT
The primary function of file systems is to use what;DIFFICULT
By what percentage was Mosaic being used in 1995;DIFFICULT
Netscape wanted to have a competitive browser using what;DIFFICULT
What other OS could use Internet Explorer;DIFFICULT
What lets Google not charge users for using Chrome;DIFFICULT
What is the determining factor in how a URL will be interpreted;EASY
What does comparing browsing history show about your computer;DIFFICULT
What do a rendering engine and a user interface create when only used with each other;DIFFICULT
What is the BeiDou Navigation Satellite System named after;EASY
What does Běidǒu translate as;DIFFICULT
Who named the constellation Běidǒu;EASY
What was the Běidǒu constellation used for;DIFFICULT
Which Satellite System is named after the Little Dipper;EASY
What does Yuèliàng translate as;DIFFICULT
What was the Little Dipper constellation used for;DIFFICULT
Ancient anthropologists named the constellation what;EASY
How many satellites in the BeiDou-1 system is used for back up;DIFFICULT
What is the purpose of the BeiDou-1 system using stallites in geostationary orbit;DIFFICULT
The second satellite was named BeiDou-12b and was launched in December of what year;EASY
Who is quoted as saying not many organizations have used the system;DIFFICULT
What is the range of accuracy for the licensed service used by Chinese government and military;DIFFICULT
What is something the licensed military service can be used for;DIFFICULT
What are the four bands of frequencies used by the COMPASS system called;DIFFICULT
Which bands are used by the Galileo system for their public service;DIFFICULT
How many satellites will be used to test a new system of navigation signaling;DIFFICULT
Throughout what three bodies is canon law interpreted the same way;DIFFICULT
In what church is canon law used to regulate internal organizations;DIFFICULT
What is not present in the Catholic legal system as compared with non-religious law;DIFFICULT
What term characterizes the type of procedure used in Roman Church courts;DIFFICULT
Who stated that Church law can be seen in the growth of civil law institutions;EASY
What does Aquinas define as the aim toward which law is working;EASY
What term expresses the idea of law derived from Aquinas as interpreted by the Catechism;DIFFICULT
What term is explicitly defined in the code;EASY
What was different about the Eastern Churches compared with the Western;DIFFICULT
What language is used by members of the Orthodox denomination;DIFFICULT
Which groups do Orthodox scholars point to when defending their way of interpreting canon;DIFFICULT
What denomination uses Hebrew;DIFFICULT
What does having common principles show and support for churches int he Communion;DIFFICULT
Are communication services in Somalia mainly located in the public or private sector;EASY
How much higher is the Somalia teledensity compared to Niger;DIFFICULT
What is the total number of internet news located in Somalia;EASY
What province is Galkayo located in;EASY
Who did not use the wireless services;DIFFICULT
What place is Catalan named for;EASY
What is used in Catalan as word endings that is different from other similar Romance languages ;DIFFICULT
Where is Valencia used instead of Catalan;DIFFICULT
When did macaronic Latin start showing signs of Catalan;DIFFICULT
Until what century was Catalan used as the official language in Sardinia;DIFFICULT
What other writer showed a transition to the Renaissance ;DIFFICULT
When was it determined that most native speakers in France are 60 or older;EASY
How can you explain differences in the language groups;DIFFICULT
What language forms are not now used in eastern Catalonia;DIFFICULT
How is the standard used there;DIFFICULT
What is -v- used for;DIFFICULT
Who uses this standard;DIFFICULT
Who is exempt from the standard and uses their own;DIFFICULT
Who uses a Valencian standard separate from Catalan;DIFFICULT
What can use words from different dialects;DIFFICULT
What languages use extrapositioning in sentences less than Catalan ;DIFFICULT
What do you not need to use in Catalan;DIFFICULT
What languages use the passive voice more than Catalan;DIFFICULT
What method does Spanish use to identify the object;EASY
What conjunction would be used to join a person's surnames;DIFFICULT
Which of the United States is Boston located in;EASY
Bostons businesses rank top in the country for what;DIFFICULT
How does Boston rank on world livability;DIFFICULT
Who named the city Boston;EASY
What was used to fill a mill pond that became the Haymarket Square;DIFFICULT
What was the rubble from the Great Boston Fire used for;DIFFICULT
Tremont Street is named after what original hill in Boston;EASY
The Boston Public Library is located in what part of Boston;EASY
What ranking in the country does Greater Boston metro hold as far as economy;DIFFICULT
What ranking in the world does greater Boston metro hold as far as economy;DIFFICULT
What small private law school is located in Boston;EASY
What Univesity located outside of Boston still holds a large presence in the city;EASY
Who determined that the air quality was unhealthy on those 4 days;EASY
Who ranks city park systems;DIFFICULT
Parkscore ranks the number of resident within what distance of the park;DIFFICULT
What court is located in Boston;EASY
What is the name of the famous bank located in Boston;EASY
What district is the North 3/4 of the city located in;EASY
What district is the South fourth of Boston located in;EASY
What is the Longwood medical and Academic Area located next to;EASY
What neighborhood is the Tufts medical Center located in;EASY
What Airport is located in East Boston;EASY
How many people in Boston use public transportation;DIFFICULT
What suburbs of Boston is the Route 128 Station located in;EASY
What year did walkscore rank Boston the third most walkable city in the US;DIFFICULT
Bicycling magazine named Boston one of the worst cities in the US for what;EASY
What was the first Universal film to use the three-strip Technicolor process;DIFFICULT
What remake used technicolor in 1942;DIFFICULT
